date,timestamp,phase,cash,equity,gross_dollars,net_dollars,gross_exposure,net_exposure,costs_to_date,turnover_dollars_to_date,drawdown,SNDK_shares,SNDK_price,SNDK_weight,SNDK_pnl,TSLA_shares,TSLA_price,TSLA_weight,TSLA_pnl,PLTR_shares,PLTR_price,PLTR_weight,PLTR_pnl,NVDA_shares,NVDA_price,NVDA_weight,NVDA_pnl
2026-09-15,2026-09-15T09:30:00-04:00,open,47958.07,47958.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1569.7099609375,0.0,0.0,0,358.7250061035156,0.0,0.0,0,170.23500061035156,0.0,0.0,0,213.08999633789062,0.0,0.0
2026-09-15,2026-09-15T09:35:00-04:00,close,47958.07,47958.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1572.280029296875,0.0,0.0,0,355.4849853515625,0.0,0.0,0,169.80499267578125,0.0,0.0,0,213.37989807128906,0.0,0.0
2026-09-15,2026-09-15T09:35:00-04:00,open,47958.07,47958.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1572.5400390625,0.0,0.0,0,355.54998779296875,0.0,0.0,0,169.77499389648438,0.0,0.0,0,213.3809051513672,0.0,0.0
2026-09-15,2026-09-15T09:35:00-04:00,after_fill,36944.785836425785,47952.566109863285,11007.7802734375,11007.7802734375,0.22955560393197244,0.22955560393197244,5.50389013671875,11007.7802734375,-0.00011476462953396993,7,1572.5400390625,0.22955560393197244,-5.503890136718837,0,355.54998779296875,0.0,0.0,0,169.77499389648438,0.0,0.0,0,213.3809051513672,0.0,0.0
2026-09-15,2026-09-15T09:35:00-04:00,after_fill,70349.77383953857,47935.855260437005,44429.47912597656,-22413.918579101562,0.9268527469592398,-0.46758148899870544,22.214739562988278,44429.47912597656,-0.0004632117089573562,7,1572.5400390625,0.22963562898026715,-5.503890136718837,-94,355.54998779296875,-0.6972171179789726,-16.710849426272034,0,169.77499389648438,0.0,0.0,0,213.3809051513672,0.0,0.0
2026-09-15,2026-09-15T09:40:00-04:00,close,70349.77383953857,47211.1847892456,44842.21209716797,-23138.58905029297,0.9498217911146922,-0.49010820536670346,22.214739562988278,44429.47912597656,-0.015573712844457632,7,1550.2587890625,0.22985679287399438,-161.47264013671884,-94,361.6000061035156,-0.7199649982406978,-585.4125706176783,0,172.2299041748047,0.0,0.0,0,213.08949279785156,0.0,0.0
2026-09-15,2026-09-15T09:40:00-04:00,open,70349.77383953857,47209.952428405755,44848.50134277344,-23139.821411132812,0.9499798037455455,-0.4901471029064163,22.214739562988278,44429.47912597656,-0.015599409475699155,7,1550.6199951171875,0.2299163504195646,-158.94419775390634,-94,361.6400146484375,-0.7200634533259809,-589.1733738403345,0,171.9611053466797,0.0,0.0,0,213.0850067138672,0.0,0.0
2026-09-15,2026-09-15T09:40:00-04:00,after_fill,81198.68663537597,47204.525258422844,33994.161376953125,-33994.161376953125,0.7201462400236182,-0.7201462400236182,27.641909545898436,55283.819091796875,-0.01571257437126128,0,1550.6199951171875,0.0,-164.37136773681596,-94,361.6400146484375,-0.7201462400236182,-589.1733738403345,0,171.9611053466797,0.0,0.0,0,213.0850067138672,0.0,0.0
2026-09-15,2026-09-15T09:40:00-04:00,after_fill,80113.22413140869,47203.98279840087,32909.24133300781,-32909.24133300781,0.6971708610596875,-0.6971708610596875,28.18436956787109,56368.73913574219,-0.015723885502463397,0,1550.6199951171875,0.0,-164.37136773681596,-91,361.6400146484375,-0.6971708610596875,-589.7158338623085,0,171.9611053466797,0.0,0.0,0,213.0850067138672,0.0,0.0
2026-09-15,2026-09-15T09:45:00-04:00,close,80113.22413140869,47257.67524224853,32855.548889160156,-32855.548889160156,0.6952425975407943,-0.6952425975407943,28.18436956787109,56368.73913574219,-0.014604314930760753,0,1549.6700439453125,0.0,-164.37136773681596,-91,361.04998779296875,-0.6952425975407943,-536.0233900146523,0,172.64999389648438,0.0,0.0,0,213.30999755859375,0.0,0.0
2026-09-15,2026-09-15T09:45:00-04:00,open,80113.22413140869,47254.945353332514,32858.27877807617,-32858.27877807617,0.695340530655358,-0.695340530655358,28.18436956787109,56368.73913574219,-0.014661237340607869,0,1550.1600341796875,0.0,-164.37136773681596,-91,361.0799865722656,-0.695340530655358,-538.7532789306679,0,172.64500427246094,0.0,0.0,0,213.31500244140625,0.0,0.0
2026-09-15,2026-09-15T09:45:00-04:00,after_fill,47238.516213943476,47238.516213943476,0.0,0.0,0.0,0.0,44.61350895690917,89227.01791381836,-0.01500381032965925,0,1550.1600341796875,0.0,-164.37136773681596,0,361.0799865722656,0.0,-555.1824183197059,0,172.64500427246094,0.0,0.0,0,213.31500244140625,0.0,0.0
2026-09-15,2026-09-15T09:45:00-04:00,after_fill,50337.28612226867,47236.966053909295,3100.320068359375,-3100.320068359375,0.06563334454675027,-0.06563334454675027,46.16366899108886,92327.33798217773,-0.015036133566065257,-2,1550.1600341796875,-0.06563334454675027,-165.92152777099545,0,361.0799865722656,0.0,-555.1824183197059,0,172.64500427246094,0.0,0.0,0,213.31500244140625,0.0,0.0
